Country,Country Code,Region,Year,Mortality_Rate,yhat_lower,yhat_upper,Model_Source,Model_Path
Afghanistan,AFG,South Asia,2025,2.337597983261096,-2.1980724340549678,6.740370554354339,country,saved/country_Afghanistan.pkl
Albania,ALB,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Algeria,DZA,Middle East and North Africa,2025,3.8306788977166484,-1.612114803389517,9.68082403854688,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
American Samoa,ASM,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Angola,AGO,Sub-Saharan Africa,2025,0.48463622322887256,-0.3076742228197536,1.2338916453521656,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Antigua and Barbuda,ATG,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Argentina,ARG,Latin America and Caribbean,2025,-0.884106505634722,-10.61401594313848,8.913382898773978,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Armenia,ARM,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Australia,AUS,East Asia and Pacific,2025,-0.017059604009252143,-0.5765669239303522,0.587280296545762,country,saved/country_Australia.pkl
Austria,AUT,Europe and Central Asia,2025,3.33736362202701,-0.9272916980176628,7.509251641087263,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Azerbaijan,AZE,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Bahamas,BHS,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Bangladesh,BGD,South Asia,2025,-0.023184963553931008,-0.9356676833067312,0.911357409326121,country,saved/country_Bangladesh.pkl
Barbados,BRB,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Belarus,BLR,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Belgium,BEL,Europe and Central Asia,2025,3.33736362202701,-0.8544809816632023,7.618475348812286,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Belize,BLZ,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Benin,BEN,Sub-Saharan Africa,2025,0.48463622322887256,-0.31626897282660305,1.2421905326521603,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Bermuda,BMU,North America,2025,,,,no_model_insufficient_data,
Bhutan,BTN,South Asia,2025,,,,no_model_insufficient_data,
Bolivia (Plurinational State of),BOL,Latin America and Caribbean,2025,-0.884106505634722,-10.809479667387594,8.575349290616971,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Bosnia and Herzegovina,BIH,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Botswana,BWA,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Brazil,BRA,Latin America and Caribbean,2025,0.10546183451704187,-0.03918789687989134,0.2533790375405231,country,saved/country_Brazil.pkl
British Virgin Islands,VGB,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Bulgaria,BGR,Europe and Central Asia,2025,3.33736362202701,-0.8743629859266152,7.648847599360677,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Burkina Faso,BFA,Sub-Saharan Africa,2025,0.48463622322887256,-0.3509209496473969,1.2466713389566368,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Burundi,BDI,Sub-Saharan Africa,2025,0.48463622322887256,-0.3510597634522321,1.191723109936066,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Cabo Verde,CPV,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Cambodia,KHM,East Asia and Pacific,2025,-0.1800649210969412,-3.3303218038328755,2.890197179476198,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Cameroon,CMR,Sub-Saharan Africa,2025,0.48463622322887256,-0.2875521609823047,1.3203889332211305,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Canada,CAN,North America,2025,0.21017308052293387,0.03919906154915554,0.3637720021411265,fallback_region:North America,saved/region_North_America.pkl
Cayman Islands,CYM,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Central African Republic,CAF,Sub-Saharan Africa,2025,0.48463622322887256,-0.28829340978261686,1.2553540495437314,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chad,TCD,Sub-Saharan Africa,2025,0.48463622322887256,-0.34907660425216985,1.3096610900333554,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Chile,CHL,Latin America and Caribbean,2025,-0.884106505634722,-11.180440180991939,9.260943591935774,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
China,CHN,East Asia and Pacific,2025,-0.2069503660874966,-1.6713825147956658,1.4469638411499774,country,saved/country_China.pkl
"China, Hong Kong Special Administrative Region",HKG,East Asia and Pacific,2025,,,,no_model_insufficient_data,
"China, Macao Special Administrative Region",MAC,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Colombia,COL,Latin America and Caribbean,2025,0.20517963794581728,-0.15490555710231474,0.5629569699779834,country,saved/country_Colombia.pkl
Comoros,COM,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Congo,COG,Sub-Saharan Africa,2025,0.48463622322887256,-0.2992264907293358,1.2510434713018237,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Costa Rica,CRI,Latin America and Caribbean,2025,-0.884106505634722,-9.932914021287017,8.482181832543557,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Croatia,HRV,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Cuba,CUB,Latin America and Caribbean,2025,-0.884106505634722,-10.69384263499609,8.97426167746549,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Cyprus,CYP,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Czechia,CZE,Europe and Central Asia,2025,3.33736362202701,-0.8476668271484167,7.6876739582254245,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Côte d’Ivoire,CIV,Sub-Saharan Africa,2025,0.48463622322887256,-0.27799624641069154,1.2261595414281465,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Democratic People's Republic of Korea,PRK,East Asia and Pacific,2025,-0.1800649210969412,-3.179560264740347,3.1542020455099262,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Democratic Republic of the Congo,COD,Sub-Saharan Africa,2025,0.8811615727721185,-0.9146146516223419,2.492183742399045,country,saved/country_Democratic_Republic_of_the_Congo.pkl
Denmark,DNK,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Djibouti,DJI,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Dominica,DMA,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Dominican Republic,DOM,Latin America and Caribbean,2025,-0.884106505634722,-10.599615210751917,9.240726091062074,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Ecuador,ECU,Latin America and Caribbean,2025,-0.884106505634722,-10.374895404202944,8.589231533143685,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Egypt,EGY,Middle East and North Africa,2025,,,,no_model_insufficient_data,
El Salvador,SLV,Latin America and Caribbean,2025,-0.884106505634722,-10.718602553740809,8.75641156822629,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Equatorial Guinea,GNQ,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Eritrea,ERI,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Estonia,EST,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Eswatini,SWZ,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Ethiopia,ETH,Sub-Saharan Africa,2025,0.48463622322887256,-0.37748904561210594,1.2836167660045474,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Fiji,FJI,East Asia and Pacific,2025,-0.1800649210969412,-3.686491894029393,2.844968258607198,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Finland,FIN,Europe and Central Asia,2025,,,,no_model_insufficient_data,
France,FRA,Europe and Central Asia,2025,1.4817628120378892,-6.907622764785396,9.516291950769705,country,saved/country_France.pkl
French Polynesia,PYF,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Gabon,GAB,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Gambia,GMB,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Georgia,GEO,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Germany,DEU,Europe and Central Asia,2025,3.33736362202701,-0.4927400166221791,7.679149264549323,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Ghana,GHA,Sub-Saharan Africa,2025,0.48463622322887256,-0.2974920295613888,1.2620004646192688,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Greece,GRC,Europe and Central Asia,2025,3.33736362202701,-1.2617452029221006,7.3626553122664316,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Grenada,GRD,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Guam,GUM,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Guatemala,GTM,Latin America and Caribbean,2025,0.3868851702066967,-2.6054351499739745,3.5637023470851097,country,saved/country_Guatemala.pkl
Guinea,GIN,Sub-Saharan Africa,2025,0.48463622322887256,-0.32718804895736264,1.251940133749517,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Guinea-Bissau,GNB,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Guyana,GUY,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Haiti,HTI,Latin America and Caribbean,2025,-59.69887452424803,-635.1974110875744,500.0840985204936,country,saved/country_Haiti.pkl
Honduras,HND,Latin America and Caribbean,2025,-0.884106505634722,-10.859701255355159,8.425623639076953,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Hungary,HUN,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Iceland,ISL,Europe and Central Asia,2025,,,,no_model_insufficient_data,
India,IND,South Asia,2025,0.04104313074265205,-0.47128125022988815,0.5217197098183166,country,saved/country_India.pkl
Indonesia,IDN,East Asia and Pacific,2025,-2.680242457665576,-20.0576572289905,14.87092478929256,country,saved/country_Indonesia.pkl
Iran (Islamic Republic of),IRN,South Asia,2025,-1.9340344818242505,-11.15187785864612,7.771645522959121,country,saved/country_Iran_(Islamic_Republic_of).pkl
Iraq,IRQ,Middle East and North Africa,2025,3.8306788977166484,-2.185053645855458,9.56488757223207,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Ireland,IRL,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Israel,ISR,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Italy,ITA,Europe and Central Asia,2025,22.881188107188457,11.717612387463,33.73927259271541,country,saved/country_Italy.pkl
Jamaica,JAM,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Japan,JPN,East Asia and Pacific,2025,-0.17447713889875235,-3.7722984232737033,3.5112679799379105,country,saved/country_Japan.pkl
Jordan,JOR,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Kazakhstan,KAZ,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Kenya,KEN,Sub-Saharan Africa,2025,0.36532832872376875,0.06400485691559032,0.667545728403073,country,saved/country_Kenya.pkl
Kiribati,KIR,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Kuwait,KWT,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Kyrgyzstan,KGZ,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Lao People's Democratic Republic,LAO,East Asia and Pacific,2025,-0.1800649210969412,-3.412591597929779,2.887672716937298,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Latvia,LVA,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Lebanon,LBN,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Lesotho,LSO,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Liberia,LBR,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Libya,LBY,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Liechtenstein,LIE,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Lithuania,LTU,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Luxembourg,LUX,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Madagascar,MDG,Sub-Saharan Africa,2025,0.04393056400799007,-0.898288188549944,1.0153374079802924,country,saved/country_Madagascar.pkl
Malawi,MWI,Sub-Saharan Africa,2025,0.48463622322887256,-0.30934755963274196,1.3128051711831161,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malaysia,MYS,East Asia and Pacific,2025,-0.1800649210969412,-3.3002357553758737,3.0908266172456655,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Maldives,MDV,South Asia,2025,,,,no_model_insufficient_data,
Mali,MLI,Sub-Saharan Africa,2025,0.48463622322887256,-0.30940079835587775,1.1735852471705381,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Malta,MLT,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Marshall Islands,MHL,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Mauritania,MRT,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Mauritius,MUS,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Mexico,MEX,Latin America and Caribbean,2025,0.08885702575521072,-0.02605421103884095,0.19482883008904517,country,saved/country_Mexico.pkl
Micronesia (Federated States of),FSM,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Mongolia,MNG,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Montenegro,MNE,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Morocco,MAR,Middle East and North Africa,2025,3.8306788977166484,-1.631105546515484,9.686241090563124,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Mozambique,MOZ,Sub-Saharan Africa,2025,0.4808485019864406,-0.6846900779366726,1.5420164938186167,country,saved/country_Mozambique.pkl
Myanmar,MMR,East Asia and Pacific,2025,-0.1800649210969412,-3.3233894157746047,2.978530711116588,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Namibia,NAM,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Nepal,NPL,South Asia,2025,2.943577974332674,-5.11745377984895,11.203750409197879,country,saved/country_Nepal.pkl
Netherlands (Kingdom of the),NLD,Europe and Central Asia,2025,,,,no_model_insufficient_data,
New Caledonia,NCL,East Asia and Pacific,2025,,,,no_model_insufficient_data,
New Zealand,NZL,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Nicaragua,NIC,Latin America and Caribbean,2025,-0.884106505634722,-10.464029662083478,8.422629090405914,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Niger,NER,Sub-Saharan Africa,2025,0.600345528982204,-0.18737668793636808,1.4712150179840335,country,saved/country_Niger.pkl
Nigeria,NGA,Sub-Saharan Africa,2025,0.46850325588112396,-0.026326218296508417,0.968228125306819,country,saved/country_Nigeria.pkl
North Macedonia,MKD,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Northern Mariana Islands,MNP,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Norway,NOR,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Oman,OMN,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Pakistan,PAK,South Asia,2025,-0.9279059055096692,-11.664748454719298,8.804324342957774,country,saved/country_Pakistan.pkl
Palau,PLW,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Panama,PAN,Latin America and Caribbean,2025,-0.884106505634722,-10.657078774129955,8.767399808915641,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Papua New Guinea,PNG,East Asia and Pacific,2025,-0.1800649210969412,-3.477117456189177,2.99830568213124,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Paraguay,PRY,Latin America and Caribbean,2025,-0.884106505634722,-10.658770462463858,8.296981902325648,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Peru,PER,Latin America and Caribbean,2025,0.2013786455573667,-0.6030002194580637,1.0683769388176199,country,saved/country_Peru.pkl
Philippines,PHL,East Asia and Pacific,2025,-0.03663691954684596,-1.96323734695673,1.7118149941169867,country,saved/country_Philippines.pkl
Poland,POL,Europe and Central Asia,2025,3.7828866972033293,3.0956154663680295,4.467431576640534,country,saved/country_Poland.pkl
Portugal,PRT,Europe and Central Asia,2025,3.33736362202701,-1.1143002967925089,7.710400324819703,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Puerto Rico,PRI,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Qatar,QAT,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Republic of Korea,KOR,East Asia and Pacific,2025,-0.1800649210969412,-3.269386803293951,2.9600901424413473,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
Republic of Moldova,MDA,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Romania,ROU,Europe and Central Asia,2025,23.95544259870323,21.253371077888602,26.671499560510462,country,saved/country_Romania.pkl
Russian Federation,RUS,Europe and Central Asia,2025,3.33736362202701,-0.6824956593511425,7.902260829982119,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Rwanda,RWA,Sub-Saharan Africa,2025,0.48463622322887256,-0.2912154524801619,1.3170208472044365,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Saint Kitts and Nevis,KNA,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Saint Lucia,LCA,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Saint Martin (French Part),MAF,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Saint Vincent and the Grenadines,VCT,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Samoa,WSM,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Sao Tome and Principe,STP,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Saudi Arabia,SAU,Middle East and North Africa,2025,3.8306788977166484,-2.0019468584667095,9.497670601046286,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Senegal,SEN,Sub-Saharan Africa,2025,0.48463622322887256,-0.33363208576708525,1.2284703776264925,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Serbia,SRB,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Seychelles,SYC,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Sierra Leone,SLE,Sub-Saharan Africa,2025,0.48463622322887256,-0.31348199387584014,1.2451455394329565,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Singapore,SGP,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Sint Maarten (Dutch part),SXM,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Slovakia,SVK,Europe and Central Asia,2025,3.33736362202701,-1.306637687174298,7.438901131858565,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Slovenia,SVN,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Solomon Islands,SLB,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Somalia,SOM,Sub-Saharan Africa,2025,0.48463622322887256,-0.27799179789584744,1.2020446327726475,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
South Africa,ZAF,Sub-Saharan Africa,2025,0.2578213063537952,0.016657414727804007,0.5022591338300387,country,saved/country_South_Africa.pkl
South Sudan,SSD,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Spain,ESP,Europe and Central Asia,2025,3.33736362202701,-0.8748896795834248,7.545059037638215,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Sri Lanka,LKA,South Asia,2025,-6.521418657341079,-50.777842460448205,34.55922894993939,country,saved/country_Sri_Lanka.pkl
State of Palestine,PSE,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Sudan,SDN,Middle East and North Africa,2025,0.6653024352932762,-0.6115940782134022,2.076827313644007,country,saved/country_Sudan.pkl
Suriname,SUR,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Sweden,SWE,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Switzerland,CHE,Europe and Central Asia,2025,3.33736362202701,-0.8964719355299398,7.505245299791476,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Syrian Arab Republic,SYR,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Tajikistan,TJK,Europe and Central Asia,2025,3.33736362202701,-0.8075884180238264,7.2978510842615645,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Thailand,THA,East Asia and Pacific,2025,-0.4465364753566019,-3.38528423530916,2.6199109099755384,country,saved/country_Thailand.pkl
Timor-Leste,TLS,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Togo,TGO,Sub-Saharan Africa,2025,,,,no_model_insufficient_data,
Tonga,TON,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Trinidad and Tobago,TTO,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Tunisia,TUN,Middle East and North Africa,2025,,,,no_model_insufficient_data,
Turkmenistan,TKM,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Turks and Caicos Islands,TCA,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Tuvalu,TUV,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Türkiye,TUR,Middle East and North Africa,2025,3.8306788977166484,-2.1130208028164383,9.36021887536724,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Uganda,UGA,Sub-Saharan Africa,2025,0.8600825236457986,-0.5145442446298056,2.246969927705497,country,saved/country_Uganda.pkl
Ukraine,UKR,Europe and Central Asia,2025,3.33736362202701,-0.6197933275178723,7.614035658402545,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Arab Emirates,ARE,Middle East and North Africa,2025,,,,no_model_insufficient_data,
United Kingdom of Great Britain and Northern Ireland,GBR,Europe and Central Asia,2025,3.33736362202701,-1.0792909778803734,7.523966841597854,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
United Republic of Tanzania,TZA,Sub-Saharan Africa,2025,0.48463622322887256,-0.30114546692788846,1.2972285674618975,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
United States Virgin Islands,VIR,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
United States of America,USA,North America,2025,0.16326317695475742,-0.00898387098566933,0.3273608901975382,country,saved/country_United_States_of_America.pkl
Uruguay,URY,Latin America and Caribbean,2025,,,,no_model_insufficient_data,
Uzbekistan,UZB,Europe and Central Asia,2025,,,,no_model_insufficient_data,
Vanuatu,VUT,East Asia and Pacific,2025,,,,no_model_insufficient_data,
Venezuela (Bolivarian Republic of),VEN,Latin America and Caribbean,2025,-0.884106505634722,-11.194230835177885,8.586731999347105,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Viet Nam,VNM,East Asia and Pacific,2025,0.08630710357225231,-0.1210825279256789,0.28872327589485286,country,saved/country_Viet_Nam.pkl
Yemen,YEM,Middle East and North Africa,2025,3.8306788977166484,-1.850533783082278,9.10604610131677,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
Zambia,ZMB,Sub-Saharan Africa,2025,0.48463622322887256,-0.28661392851423784,1.2775881280384909,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Zimbabwe,ZWE,Sub-Saharan Africa,2025,0.48463622322887256,-0.29667799850395543,1.286849515797488,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Afghanistan,AFG,South Asia,2026,2.44927227312633,-1.8660966017741476,6.77118614623508,country,saved/country_Afghanistan.pkl
Albania,ALB,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Algeria,DZA,Middle East and North Africa,2026,4.029287261457757,-2.000436079650633,9.515523873762818,fallback_region:Middle East and North Africa,saved/region_Middle_East_and_North_Africa.pkl
American Samoa,ASM,East Asia and Pacific,2026,,,,no_model_insufficient_data,
Angola,AGO,Sub-Saharan Africa,2026,0.46316365285610744,-0.3850024771837528,1.2135361386760382,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Antigua and Barbuda,ATG,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Argentina,ARG,Latin America and Caribbean,2026,-1.2131752848091097,-10.999938633203207,8.44331271533535,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Armenia,ARM,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Australia,AUS,East Asia and Pacific,2026,-0.03836977254058493,-0.6175254121054767,0.5221774368957263,country,saved/country_Australia.pkl
Austria,AUT,Europe and Central Asia,2026,3.4494572194969226,-0.8043686837519337,7.7935534060698535,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Azerbaijan,AZE,Middle East and North Africa,2026,,,,no_model_insufficient_data,
Bahamas,BHS,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Bangladesh,BGD,South Asia,2026,-0.049973466769889056,-0.9423054208676975,0.8499193072191388,country,saved/country_Bangladesh.pkl
Barbados,BRB,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Belarus,BLR,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Belgium,BEL,Europe and Central Asia,2026,3.4494572194969226,-0.7755291121150483,7.7077790611282975,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Belize,BLZ,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Benin,BEN,Sub-Saharan Africa,2026,0.46316365285610744,-0.3113260089151738,1.2221582560218014,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Bermuda,BMU,North America,2026,,,,no_model_insufficient_data,
Bhutan,BTN,South Asia,2026,,,,no_model_insufficient_data,
Bolivia (Plurinational State of),BOL,Latin America and Caribbean,2026,-1.2131752848091097,-11.483808990152346,8.364820495113639,fallback_region:Latin America and Caribbean,saved/region_Latin_America_and_Caribbean.pkl
Bosnia and Herzegovina,BIH,Europe and Central Asia,2026,,,,no_model_insufficient_data,
Botswana,BWA,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Brazil,BRA,Latin America and Caribbean,2026,0.1063239859509351,-0.03338741599837994,0.24507596184548466,country,saved/country_Brazil.pkl
British Virgin Islands,VGB,Latin America and Caribbean,2026,,,,no_model_insufficient_data,
Bulgaria,BGR,Europe and Central Asia,2026,3.4494572194969226,-0.7111732347930527,7.552187010782727,fallback_region:Europe and Central Asia,saved/region_Europe_and_Central_Asia.pkl
Burkina Faso,BFA,Sub-Saharan Africa,2026,0.46316365285610744,-0.30750591420649287,1.262063452988961,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Burundi,BDI,Sub-Saharan Africa,2026,0.46316365285610744,-0.3342290495419721,1.2366014779167707,fallback_region:Sub-Saharan Africa,saved/region_Sub-Saharan_Africa.pkl
Cabo Verde,CPV,Sub-Saharan Africa,2026,,,,no_model_insufficient_data,
Cambodia,KHM,East Asia and Pacific,2026,-0.270452392312998,-3.4125881372953795,2.86705369506709,fallback_region:East Asia and Pacific,saved/region_East_Asia_and_Pacific.pkl
